|exam_id|voto_medio|
|2.097  |16,6667   |
|2.098  |10,4      |
|2.099  |18        |
|2.100  |25        |
|2.101  |14,625    |
|2.102  |19,5      |
|2.103  |9         |
|2.106  |19,2      |
|2.107  |14,5      |
|2.108  |13        |
|2.109  |4         |
|2.110  |16        |
|2.111  |16,5789   |
|2.112  |18        |
|2.113  |18,5      |
|2.114  |5         |
|2.115  |7         |
|2.116  |19,6364   |
|2.117  |16,25     |
|2.118  |20,5      |
|2.119  |30        |
|2.121  |17,7647   |
|2.122  |14,6      |
|2.123  |15        |
|2.126  |12,3684   |
|2.127  |20,2857   |
|2.128  |21        |
|2.129  |24        |
|2.131  |16,76     |
|2.132  |13,1      |
|2.133  |13,25     |
|2.134  |21        |
|2.136  |16,5946   |
|2.137  |19,6364   |
|2.138  |19,2      |
|2.139  |22        |
|2.141  |17,7027   |
|2.142  |17,75     |
|2.143  |24        |
|2.146  |17,5405   |
|2.147  |18        |
|2.148  |15,75     |
|2.149  |9         |
|2.151  |17,3143   |
|2.152  |21,2857   |
|2.156  |19,3256   |
|2.157  |18,6667   |
|2.158  |25        |
|2.161  |18,4848   |
|2.162  |20,7143   |
|2.163  |32        |
|2.166  |22,1923   |
|2.167  |7         |
|2.168  |17        |
|2.169  |6         |
|2.170  |11        |
|2.171  |16,8462   |
|2.172  |17,5      |
|2.173  |15,3333   |
|2.174  |11,5      |
|2.175  |31        |
|2.176  |18,2609   |
|2.177  |12,4      |
|2.178  |18,5      |
|2.179  |16        |
|2.181  |17,0714   |
|2.182  |15        |
|2.183  |13,3333   |
|2.186  |18,36     |
|2.187  |17,2857   |
|2.188  |13,5      |
|2.189  |10        |
|2.191  |17,8148   |
|2.192  |16,5      |
|2.193  |24        |
|2.196  |17,5333   |
|2.197  |17,7143   |
|2.198  |25        |
|2.201  |16,64     |
|2.202  |13,75     |
|2.203  |14        |
|2.206  |17,9643   |
|2.207  |13,875    |
|2.208  |18,5      |
|2.209  |6         |
|2.210  |28        |
|2.211  |17,5909   |
|2.212  |24,75     |
|2.216  |18,0417   |
|2.217  |14,4286   |
|2.218  |29        |
|2.221  |20        |
|2.222  |18,7143   |
|2.226  |15,3333   |
|2.227  |15,625    |
|2.228  |10,6667   |
|2.229  |30        |
|2.231  |18,7813   |
|2.232  |19,6      |
|2.233  |27        |
|2.236  |18,4211   |
|2.237  |17,25     |
|2.238  |11        |
|2.239  |8         |
|2.240  |27        |
|2.241  |19,8889   |
|2.242  |13,5      |
|2.243  |23        |
|2.246  |16,375    |
|2.247  |22,4      |
|2.251  |17,3889   |
|2.252  |22,2      |
|2.256  |16,6111   |
|2.257  |12,6667   |
|2.258  |12        |
|2.259  |30        |
|2.261  |17,7647   |
|2.262  |10,6667   |
|2.263  |16        |
|2.266  |20,0455   |
|2.267  |8,25      |
|2.268  |25        |
|2.271  |22,4643   |
|2.272  |16,6667   |
|2.273  |14        |
|2.276  |20,8571   |
|2.277  |12        |
|2.278  |12,5      |
|2.279  |18,5      |
|2.280  |5         |
|2.281  |18,1765   |
|2.282  |20,4545   |
|2.283  |17,3333   |
|2.284  |20        |
|2.285  |32        |
|2.286  |15,2632   |
|2.287  |25,8      |
|2.291  |21,1613   |
|2.292  |23        |
|2.296  |18,5      |
|2.297  |14        |
|2.301  |16,3889   |
|2.302  |23,8      |
|2.306  |17,3636   |
|2.307  |23,5      |
|2.311  |17,4737   |
|2.312  |21,1667   |
|2.313  |29        |
|2.316  |19,3043   |
|2.317  |9,4       |
|2.318  |19,6667   |
|2.321  |16,0556   |
|2.322  |16,3333   |
|2.323  |22        |
|2.326  |18,4412   |
|2.327  |21,0714   |
|2.328  |24,5      |
|2.331  |17,5926   |
|2.332  |23,25     |
|2.336  |19,1111   |
|2.337  |15,2857   |
|2.338  |17        |
|2.339  |27,5      |
|2.341  |19,9524   |
|2.342  |15,3333   |
|2.346  |18,0833   |
|2.347  |14,25     |
|2.348  |20        |
|2.351  |20,8125   |
|2.352  |17        |
|2.353  |28        |
|2.356  |16,6111   |
|2.357  |19        |
|2.361  |20,0714   |
|2.362  |13        |
|2.363  |18        |
|2.366  |19,4      |
|2.367  |15        |
|2.371  |16,7273   |
|2.372  |18        |
|2.373  |15,5      |
|2.376  |20,6429   |
|2.377  |25,3333   |
|2.381  |16,85     |
|2.382  |19        |
|2.383  |26        |
|2.386  |16,7368   |
|2.387  |13        |
|2.388  |18        |
|2.391  |23,4286   |
|2.396  |18,5455   |
|2.397  |21,5      |
|2.398  |4         |
|2.399  |16        |
|2.400  |17        |
|2.401  |17,75     |
|2.402  |15,3333   |
|2.403  |25        |
|2.406  |15,625    |
|2.407  |24        |
|2.411  |19,9231   |
|2.412  |6         |
|2.416  |22,6667   |
|2.421  |17,125    |
|2.422  |23,3333   |
|2.423  |24        |
|2.426  |17,1786   |
|2.427  |13,4      |
|2.428  |18,4      |
|2.429  |23        |
|2.431  |19,5      |
|2.432  |19,125    |
|2.433  |33        |
|2.436  |18,0667   |
|2.437  |19,75     |
|2.438  |15        |
|2.439  |17        |
|2.441  |17,9667   |
|2.442  |19        |
|2.443  |15        |
|2.444  |19        |
|2.446  |17        |
|2.447  |19,2727   |
|2.448  |18        |
|2.451  |21,4783   |
|2.452  |17        |
|2.456  |19,7059   |
|2.457  |21,3333   |
|2.461  |16,9048   |
|2.462  |12,6667   |
|2.466  |21,2632   |
|2.467  |23,5      |
|2.471  |21,1667   |
|2.472  |20,3333   |
|2.476  |17,1053   |
|2.477  |13,8      |
|2.478  |8         |
|2.481  |19,1818   |
|2.482  |18,6667   |
|2.483  |11        |
|2.484  |28        |
|2.486  |22,1667   |
|2.487  |16,3333   |
|2.488  |27        |
|2.491  |19,4783   |
|2.492  |24        |
|2.496  |19,1818   |
|2.497  |11        |
|2.498  |10        |
|2.499  |14        |
|2.500  |11        |
|2.501  |17,1      |
|2.502  |23,5      |
|2.506  |17,6667   |
|2.507  |17        |
|2.511  |20        |
|2.512  |23,25     |
|2.516  |16,7      |
|2.517  |16,6667   |
|2.518  |25        |
|2.519  |8         |
|2.520  |13        |
|2.521  |16,3      |
|2.522  |8,5       |
|2.523  |23        |
|2.526  |20,3846   |
|2.527  |24        |
|2.531  |16,6667   |
|2.532  |12,6667   |
|2.533  |12        |
|2.534  |19        |
|2.536  |17,4063   |
|2.537  |15        |
|2.538  |15        |
|2.541  |17,4412   |
|2.542  |18,8889   |
|2.543  |16        |
|2.546  |17,5556   |
|2.547  |12,6667   |
|2.548  |13,5      |
|2.551  |17,3333   |
|2.552  |21,2857   |
|2.553  |26,5      |
|2.556  |17,5161   |
|2.557  |18,4545   |
|2.558  |3         |
|2.559  |24        |
|2.561  |14,8947   |
|2.562  |19,25     |
|2.563  |18        |
|2.566  |16,6957   |
|2.567  |17,5      |
|2.568  |10,5      |
|2.569  |25,5      |
|2.571  |19,3913   |
|2.572  |25,6      |
|2.573  |18        |
|2.576  |20,7647   |
|2.577  |26,5      |
|2.581  |18,4583   |
|2.582  |23,125    |
|2.586  |17,6522   |
|2.587  |20,7143   |
|2.588  |29        |
|2.591  |17,8649   |
|2.592  |19,1429   |
|2.593  |19        |
|2.596  |19,1316   |
|2.597  |20,375    |
|2.598  |6         |
|2.601  |19,8974   |
|2.602  |16,3333   |
|2.603  |9         |
|2.604  |25        |
|2.606  |18,4103   |
|2.607  |20,625    |
|2.608  |15        |
|2.609  |27        |
|2.611  |17,825    |
|2.612  |17,8462   |
|2.613  |15        |
|2.616  |21,4242   |
|2.617  |16,125    |
|2.618  |14,5      |
|2.621  |15,8824   |
|2.622  |16,6364   |
|2.623  |25        |
|2.626  |19,1176   |
|2.627  |11,5      |
|2.628  |26        |
|2.631  |22        |
|2.632  |19,2      |
|2.633  |15        |
|2.634  |11        |
|2.636  |18,5217   |
|2.637  |16        |
|2.641  |16,0833   |
|2.642  |20,1429   |
|2.643  |14        |
|2.646  |18,7619   |
|2.647  |20,2      |
|2.651  |19,9167   |
|2.652  |16,75     |
|2.653  |16,5      |
|2.656  |18,4091   |
|2.657  |18,6667   |
|2.658  |23        |
|2.661  |16,6667   |
|2.662  |28,6667   |
|2.666  |19,5      |
|2.667  |17,7143   |
|2.668  |14        |
|2.671  |17,4167   |
|2.672  |21,2857   |
|2.673  |30        |
|2.676  |16,5263   |
|2.677  |21,4545   |
|2.678  |18        |
|2.681  |17,6552   |
|2.682  |17,2      |
|2.683  |7         |
|2.684  |29        |
|2.686  |18,8611   |
|2.687  |19,5      |
|2.688  |19        |
|2.691  |16,7576   |
|2.692  |20,4444   |
|2.693  |16        |
|2.694  |14        |
|2.695  |25        |
|2.696  |18,2581   |
|2.697  |15,6      |
|2.701  |20,1143   |
|2.702  |21        |
|2.703  |20        |
|2.706  |20,129    |
|2.707  |18        |
|2.708  |27,5      |
|2.711  |20        |
|2.712  |23,1667   |
|2.716  |22,5625   |
|2.717  |20        |
|2.721  |18,1905   |
|2.722  |18        |
|2.723  |27,5      |
|2.726  |16,75     |
|2.727  |19,8333   |
|2.728  |22        |
|2.731  |19,6667   |
|2.732  |20,8333   |
|2.733  |15        |
|2.734  |29        |
|2.736  |18,7727   |
|2.737  |16,5      |
|2.738  |21        |
|2.741  |17,4      |
|2.742  |16        |
|2.743  |23,5      |
|2.746  |20,5789   |
|2.747  |22,75     |
|2.751  |15        |
|2.752  |20,1667   |
|2.756  |17,0769   |
|2.757  |21        |
|2.758  |10        |
|2.761  |21,0833   |
|2.762  |16        |
|2.763  |10        |
|2.764  |26        |
|2.766  |20,8      |
|2.767  |11,5      |
|2.768  |7         |
|2.769  |12        |
|2.771  |18,5882   |
|2.772  |17,2      |
|2.773  |23,6667   |
|2.774  |26        |
|2.776  |18,5833   |
|2.777  |20,5      |
|2.778  |33        |
|2.781  |14,4286   |
|2.782  |10        |
|2.783  |18        |
|2.786  |14,3636   |
|2.787  |12        |
|2.788  |8         |
|2.789  |18        |
|2.791  |17,2143   |
|2.792  |10,75     |
|2.793  |10,75     |
|2.794  |22,5      |
|2.796  |18,4857   |
|2.797  |21,4545   |
|2.798  |25        |
|2.801  |16,9063   |
|2.802  |17,6      |
|2.806  |16,4643   |
|2.807  |18,8      |
|2.808  |19        |
|2.809  |15        |
|2.811  |19,0313   |
|2.812  |18,3333   |
|2.813  |17,3333   |
|2.814  |11        |
|2.815  |14        |
|2.816  |20,0526   |
|2.817  |3         |
|2.821  |21,6111   |
|2.822  |21        |
|2.823  |26        |
|2.826  |17,6      |
|2.827  |19,25     |
|2.831  |16,125    |
|2.832  |23,5714   |
|2.836  |15,2222   |
|2.837  |24,4286   |
|2.838  |24        |
|2.841  |15,7857   |
|2.842  |23,7143   |
|2.846  |16,2308   |
|2.847  |21,5      |
|2.848  |27        |
|2.851  |17,8667   |
|2.852  |16        |
|2.856  |21,9231   |
|2.861  |20,2727   |
|2.862  |24        |
|2.866  |17,5      |
|2.871  |17,4167   |
|2.872  |17        |
|2.876  |18        |
|2.877  |17,6667   |
|2.878  |22        |
|2.881  |19,5758   |
|2.882  |11,6667   |
|2.883  |15,5      |
|2.884  |24        |
|2.886  |19,8125   |
|2.887  |15,1667   |
|2.891  |19,7241   |
|2.892  |13,3333   |
|2.893  |13,5      |
|2.894  |26        |
|2.896  |20,1852   |
|2.897  |20,6667   |
|2.898  |6         |
|2.901  |17,973    |
|2.902  |12,5      |
|2.903  |10,5      |
|2.904  |20        |
|2.906  |18,75     |
|2.907  |18,1667   |
|2.908  |13        |
|2.911  |17,2143   |
|2.912  |21,8      |
|2.916  |15,2857   |
|2.917  |13,3      |
|2.918  |20        |
|2.921  |19,1034   |
|2.922  |20,1667   |
|2.926  |23,1176   |
|2.927  |27        |
|2.931  |17        |
|2.932  |28        |
|2.936  |11,125    |
|2.937  |19,6667   |
|2.941  |20,1818   |
|2.942  |20        |
|2.943  |7         |
|2.944  |33        |
|2.946  |18,7619   |
|2.947  |18,6667   |
|2.948  |19        |
|2.951  |20,2857   |
|2.952  |18,8      |
|2.953  |8         |
|2.954  |11        |
|2.955  |30        |
|2.956  |19,8571   |
|2.957  |16        |
|2.961  |15,7692   |
|2.962  |15,4      |
|2.963  |11        |
|2.964  |5         |
|2.965  |5         |
|2.966  |19,3333   |
|2.967  |10        |
|2.968  |5         |
|2.969  |13        |
|2.970  |32        |
|2.971  |17,5833   |
|2.972  |21,6667   |
|2.976  |19,2      |
|2.977  |9         |
|2.978  |13        |
|2.981  |17        |
|2.982  |14        |
|2.983  |5         |
|2.986  |22,2      |
|2.991  |18,25     |
|2.992  |5         |
|2.996  |20,5      |
|2.997  |18        |
|3.001  |15,7333   |
|3.002  |19,75     |
|3.006  |18,1724   |
|3.007  |22,75     |
|3.008  |31        |
|3.011  |16,1739   |
|3.012  |15        |
|3.016  |16,4138   |
|3.017  |17,5      |
|3.018  |7,5       |
|3.021  |19,6111   |
|3.022  |19        |
|3.023  |21        |
|3.026  |16,3      |
|3.027  |20,5      |
|3.028  |24        |
|3.031  |17,6875   |
|3.032  |17,6667   |
|3.036  |16,4583   |
|3.037  |15,3333   |
|3.038  |25        |
|3.041  |20,2632   |
|3.042  |8,5       |
|3.043  |6         |
|3.044  |22        |
|3.046  |17,5625   |
|3.047  |21,6667   |
|3.048  |16        |
|3.049  |7         |
|3.050  |6         |
|3.051  |18,0526   |
|3.052  |22,8      |
|3.056  |20,25     |
|3.057  |19,2      |
|3.058  |22        |
|3.061  |15,7273   |
|3.062  |11        |
|3.063  |29        |
|3.066  |13,9      |
|3.067  |22,2      |
|3.071  |14        |
|3.072  |14,6667   |
|3.073  |8         |
|3.076  |12,6      |
|3.077  |12,3333   |
|3.081  |19,3      |
|3.082  |32        |
|3.086  |17,875    |
|3.087  |20        |
|3.091  |20,6667   |
|3.092  |31        |
|3.096  |11,5556   |
|3.097  |17,6667   |
|3.098  |14        |
|3.101  |19,8      |
|3.102  |15,3333   |
|3.103  |5         |
|3.104  |28        |
|3.106  |17,7353   |
|3.107  |12,5      |
|3.108  |18        |
|3.109  |3         |
|3.111  |19,2727   |
|3.112  |21,9      |
|3.113  |16        |
|3.116  |16,0968   |
|3.117  |12,5      |
|3.118  |19,5      |
|3.119  |22        |
|3.121  |13,8065   |
|3.122  |19,3333   |
|3.123  |26        |
|3.126  |18,9091   |
|3.127  |13,5      |
|3.128  |12,3333   |
|3.129  |33        |
|3.131  |16,3784   |
|3.132  |19,7692   |
|3.133  |22        |
|3.136  |19,6176   |
|3.137  |21,2      |
|3.138  |20        |
|3.141  |21,4706   |
|3.142  |19,25     |
|3.143  |13,5      |
|3.144  |24,5      |
|3.146  |19,9091   |
|3.147  |6         |
|3.148  |17,5      |
|3.149  |30        |
|3.151  |18,6154   |
|3.152  |17,5      |
|3.153  |29        |
|3.156  |16,3478   |
|3.157  |19,5714   |
|3.161  |16,7895   |
|3.162  |20,2      |
|3.166  |18,5581   |
|3.167  |20        |
|3.171  |16        |
|3.172  |20,4615   |
|3.173  |19,6667   |
|3.174  |3         |
|3.176  |16,2857   |
|3.177  |24,75     |
|3.178  |22        |
|3.181  |20,8824   |
|3.182  |14        |
|3.183  |29,5      |
|3.186  |15,8235   |
|3.187  |17        |
|3.188  |17        |
|3.189  |24        |
|3.191  |19,4872   |
|3.192  |12,5      |
|3.193  |16,5      |
|3.194  |15        |
|3.195  |33        |
|3.196  |16,8276   |
|3.197  |16,1818   |
|3.198  |10,6667   |
|3.199  |5         |
|3.200  |26        |
|3.201  |18,5758   |
|3.202  |17,25     |
|3.203  |26,5      |
|3.206  |18,2069   |
|3.207  |18,4444   |
|3.208  |16,5      |
|3.209  |27        |
|3.211  |17,6      |
|3.212  |22,125    |
|3.213  |26        |
|3.216  |15,5217   |
|3.217  |14        |
|3.218  |32        |
|3.221  |20,32     |
|3.222  |13,2      |
|3.223  |20        |
|3.226  |18,5417   |
|3.227  |20,1111   |
|3.228  |27        |
|3.231  |17,4286   |
|3.232  |13,6      |
|3.233  |22        |
|3.236  |17,4762   |
|3.237  |19,8      |
|3.238  |12,5      |
|3.241  |19,2632   |
|3.242  |14,5      |
|3.243  |11        |
|3.244  |28        |
|3.246  |17,1212   |
|3.247  |21,25     |
|3.248  |14        |
|3.249  |27        |
|3.251  |18,5641   |
|3.252  |16,5556   |
|3.253  |20,5      |
|3.256  |18        |
|3.257  |21,75     |
|3.258  |3         |
|3.261  |19,3514   |
|3.262  |22        |
|3.263  |12,5      |
|3.264  |16,5      |
|3.265  |15        |
|3.266  |18,1563   |
|3.267  |14,1667   |
|3.268  |28        |
|3.271  |16,1212   |
|3.272  |18,5714   |
|3.276  |16,3571   |
|3.277  |16        |
|3.278  |19,3333   |
|3.281  |14,8485   |
|3.282  |15,2308   |
|3.283  |23,6667   |
|3.284  |7         |
|3.286  |17,6667   |
|3.287  |12,2      |
|3.288  |14,3333   |
|3.291  |17,2667   |
|3.292  |20,5      |
|3.293  |19        |
|3.296  |15,875    |
|3.297  |17,25     |
|3.298  |18,6667   |
|3.299  |11        |
|3.300  |8         |
|3.301  |18,1667   |
|3.302  |23        |
|3.306  |13,8235   |
|3.307  |12,8571   |
|3.308  |17        |
|3.309  |17,5      |
|3.311  |15,1739   |
|3.312  |26        |
|3.316  |20,9474   |
|3.317  |17        |
|3.318  |17        |
|3.319  |29        |
|3.321  |14        |
|3.322  |22        |
|3.323  |8         |
|3.326  |18,9167   |
|3.327  |23        |
|3.328  |4         |
|3.331  |17,4286   |
|3.332  |16        |
|3.336  |21,3333   |
|3.337  |23        |
|3.341  |18        |
|3.342  |22        |
|3.346  |12,875    |
|3.347  |23,2      |
|3.351  |16,1563   |
|3.352  |18,6667   |
|3.353  |6         |
|3.356  |17,7576   |
|3.357  |18,4286   |
|3.358  |20        |
|3.361  |17,9063   |
|3.362  |20,375    |
|3.363  |29        |
|3.366  |18,0313   |
|3.367  |16,25     |
|3.368  |30        |
|3.371  |18,6364   |
|3.372  |19,6      |
|3.376  |18,4063   |
|3.377  |14,2857   |
|3.378  |14        |
|3.379  |15        |
|3.381  |19,2857   |
|3.382  |15,1429   |
|3.383  |10,5      |
|3.384  |25        |
|3.386  |20,1111   |
|3.387  |21,4      |
|3.391  |20,6818   |
|3.392  |18,75     |
|3.393  |31        |
|3.396  |19,1364   |
|3.397  |14,6      |
|3.398  |24        |
|3.401  |17,8182   |
|3.402  |26,4      |
|3.403  |24        |
|3.406  |15,45     |
|3.407  |19        |
|3.408  |19        |
|3.411  |19,5667   |
|3.412  |16,7143   |
|3.413  |14        |
|3.414  |30        |
|3.416  |20,8095   |
|3.417  |15        |
|3.418  |31        |
|3.421  |21,6      |
|3.422  |22        |
|3.426  |15,8889   |
|3.427  |19,75     |
|3.428  |17        |
|3.431  |14,875    |
|3.432  |14,3333   |
|3.433  |17        |
|3.434  |15        |
|3.435  |20        |
|3.436  |20,25     |
|3.441  |17,2857   |
|3.442  |13        |
|3.443  |28        |
|3.446  |13,875    |
|3.447  |20,3333   |
|3.451  |16,3      |
|3.452  |18        |
|3.456  |21,2857   |
|3.461  |13,9091   |
|3.462  |16,8      |
|3.463  |13        |
|3.464  |28        |
|3.466  |19,9655   |
|3.467  |14,8333   |
|3.468  |24,5      |
|3.471  |21,2      |
|3.472  |20,75     |
|3.473  |18        |
|3.476  |17,5556   |
|3.477  |19,25     |
|3.478  |14        |
|3.479  |20        |
|3.481  |16,3077   |
|3.482  |18,4286   |
|3.483  |10        |
|3.486  |19,8      |
|3.487  |20,4      |
|3.488  |25,5      |
|3.491  |16        |
|3.492  |14,625    |
|3.493  |27,3333   |
|3.496  |22,7857   |
|3.497  |20        |
|3.501  |18,6429   |
|3.502  |19,6667   |
|3.506  |20,2727   |
|3.507  |17        |
|3.511  |20        |
|3.512  |16        |
|3.513  |19        |
|3.516  |16,2143   |
|3.517  |21,4      |
|3.518  |3         |
|3.521  |18,4286   |
|3.522  |13,6      |
|3.523  |28,5      |
|3.526  |20,375    |
|3.527  |25        |
|3.531  |15        |
|3.532  |20,5      |
|3.536  |13,7143   |
|3.537  |23        |
|3.541  |15,2222   |
|3.542  |17        |
|3.543  |8,5       |
|3.544  |22        |
|3.546  |17,8333   |
|3.547  |3         |
|3.551  |16,2      |
|3.552  |14,3333   |
|3.553  |17        |
|3.554  |33        |
|3.556  |22,2857   |
|3.557  |18        |
|3.561  |19,8333   |
|3.562  |24        |
|3.566  |18,4      |
|3.567  |9         |
|3.571  |19,7045   |
|3.572  |9,3333    |
|3.573  |20        |
|3.574  |29        |
|3.576  |17,1905   |
|3.577  |20,375    |
|3.581  |15,6744   |
|3.582  |16,2222   |
|3.583  |22,6667   |
|3.584  |17        |
|3.585  |24        |
|3.586  |18,3636   |
|3.587  |19,75     |
|3.588  |30        |
|3.591  |16,8649   |
|3.592  |16,7273   |
|3.593  |20,5      |
|3.594  |19        |
|3.595  |17        |
|3.596  |19,4054   |
|3.597  |24,8      |
|3.601  |16,5588   |
|3.602  |21,6364   |
|3.603  |10        |
|3.604  |14        |
|3.606  |17,5366   |
|3.607  |13,25     |
|3.608  |18,25     |
|3.609  |32        |
|3.611  |16,9737   |
|3.612  |15,5      |
|3.613  |18,75     |
|3.614  |10        |
|3.615  |6         |
|3.616  |16,6538   |
|3.617  |13,3333   |
|3.618  |22,6667   |
|3.619  |3         |
|3.620  |26        |
|3.621  |17,64     |
|3.622  |16,1111   |
|3.623  |19        |
|3.626  |19,32     |
|3.627  |18,4286   |
|3.628  |25        |
|3.631  |18,2381   |
|3.632  |19,6667   |
|3.636  |17,35     |
|3.637  |9         |
|3.638  |19        |
|3.641  |17,5      |
|3.642  |18,3333   |
|3.643  |8         |
|3.646  |15,2143   |
|3.647  |11,5      |
|3.651  |17,1111   |
|3.652  |24,6667   |
|3.656  |20,625    |
|3.657  |7         |
|3.661  |19,5556   |
|3.662  |19        |
|3.663  |31        |
|3.666  |19,5      |
|3.667  |16        |
|3.668  |5         |
|3.671  |18,9737   |
|3.672  |23,2857   |
|3.673  |33        |
|3.676  |17,7436   |
|3.677  |13,7778   |
|3.678  |23,6667   |
|3.681  |18,6667   |
|3.682  |18,7143   |
|3.683  |25        |
|3.686  |18,9744   |
|3.687  |17,25     |
|3.688  |7         |
|3.691  |19,5128   |
|3.692  |18,5556   |
|3.693  |7         |
|3.694  |10        |
|3.695  |19        |
|3.696  |17,2391   |
|3.697  |19,7333   |
|3.698  |4         |
|3.699  |5         |
|3.701  |19,0909   |
|3.702  |14,9231   |
|3.703  |18,2      |
|3.704  |25        |
|3.706  |16,7576   |
|3.707  |12,5714   |
|3.708  |16,25     |
|3.709  |27        |
|3.711  |17,2778   |
|3.712  |21,5455   |
|3.713  |9         |
|3.714  |32        |
|3.716  |21,25     |
|3.717  |13        |
|3.718  |19        |
|3.719  |15        |
|3.721  |14,3333   |
|3.722  |20,375    |
|3.723  |19        |
|3.726  |18,619    |
|3.727  |16,1      |
|3.728  |10        |
|3.729  |4         |
|3.731  |20,6316   |
|3.732  |21,2      |
|3.733  |22,5      |
|3.736  |20,7      |
|3.737  |19        |
|3.741  |25,4      |
|3.746  |19,2857   |
|3.747  |22        |
|3.748  |30        |
|3.751  |14        |
|3.752  |17,5      |
|3.753  |25        |
|3.754  |19        |
|3.756  |12,8      |
|3.757  |10,5      |
|3.758  |22        |
|3.761  |18,5714   |
|3.762  |11        |
|3.766  |9,6667    |
|3.767  |5         |
|3.768  |33        |
|3.771  |19        |
|3.772  |27        |
|3.776  |13,3333   |
|3.777  |11        |
|3.781  |18,2      |
|3.782  |17,5714   |
|3.783  |20        |
|3.784  |17        |
|3.786  |19,1111   |
|3.787  |12,5      |
|3.788  |19,6667   |
|3.791  |18,8519   |
|3.792  |24,5714   |
|3.796  |18,0286   |
|3.797  |15,375    |
|3.798  |23        |
|3.801  |17,6071   |
|3.802  |12,875    |
|3.803  |13,75     |
|3.804  |20        |
|3.805  |22        |
|3.806  |18,1      |
|3.807  |14,4      |
|3.808  |25        |
|3.811  |19,3704   |
|3.812  |11,75     |
|3.813  |28        |
|3.816  |20,4615   |
|3.817  |13        |
|3.821  |19,8929   |
|3.822  |21,1667   |
|3.823  |24        |
|3.826  |20,2609   |
|3.827  |21,8      |
|3.828  |28        |
|3.831  |19,1304   |
|3.832  |16,4      |
|3.833  |32        |
|3.836  |16,381    |
|3.837  |24,5      |
|3.841  |14        |
|3.842  |12,375    |
|3.843  |11,2      |
|3.844  |22,5      |
|3.846  |19,5294   |
|3.847  |17        |
|3.848  |29        |
|3.851  |18,619    |
|3.852  |18        |
|3.853  |20        |
|3.856  |14,7      |
|3.857  |8,75      |
|3.858  |20        |
|3.861  |17,375    |
|3.862  |15        |
|3.866  |19,375    |
|3.867  |8         |
|3.868  |22        |
|3.871  |18,5714   |
|3.872  |27        |
|3.876  |16,7857   |
|3.877  |27,5      |
|3.881  |17,4      |
|3.882  |22        |
|3.886  |18,5333   |
|3.887  |14,3333   |
|3.891  |18,2      |
|3.892  |14,5      |
|3.896  |16,5758   |
|3.897  |15,3333   |
|3.898  |18,6667   |
|3.899  |24        |
|3.901  |17,4857   |
|3.902  |18,8571   |
|3.903  |11,5      |
|3.904  |6         |
|3.905  |30        |
|3.906  |14,9024   |
|3.907  |22,4615   |
|3.908  |15,3333   |
|3.909  |22        |
|3.911  |18,5833   |
|3.912  |21,7273   |
|3.913  |27        |
|3.916  |16,5758   |
|3.917  |21,75     |
|3.918  |22        |
|3.921  |18,3077   |
|3.922  |14,875    |
|3.923  |16        |
|3.926  |18,9143   |
|3.927  |16        |
|3.928  |19        |
|3.931  |16,0968   |
|3.932  |20,25     |
|3.936  |17,5789   |
|3.937  |18,6364   |
|3.938  |9,5       |
|3.939  |26        |
|3.941  |18,7692   |
|3.942  |21,1429   |
|3.943  |12        |
|3.944  |19,5      |
|3.946  |15,16     |
|3.947  |16,8333   |
|3.948  |11,8      |
|3.949  |22,5      |
|3.950  |25        |
|3.951  |18,24     |
|3.952  |24,25     |
|3.956  |18,6538   |
|3.957  |21,8571   |
|3.958  |14        |
|3.961  |19,8462   |
|3.962  |21,5714   |
|3.963  |3         |
|3.966  |18,037    |
|3.967  |12,4      |
|3.968  |14        |
|3.969  |24        |
|3.971  |16,6667   |
|3.972  |20,8889   |
|3.973  |23        |
|3.976  |18,6087   |
|3.977  |16,5      |
|3.978  |33        |
|3.981  |18,7619   |
|3.982  |19,2      |
|3.983  |17        |
|3.984  |27        |
|3.986  |18,4      |
|3.987  |14,75     |
|3.988  |24,3333   |
|3.991  |14,0526   |
|3.992  |19,6429   |
|3.993  |17,3333   |
|3.994  |4         |
|3.995  |16        |
|3.996  |19,0909   |
|3.997  |17        |
|3.998  |18,5      |
|3.999  |19        |
|4.001  |20,0333   |
|4.002  |19,4      |
|4.003  |31        |
|4.006  |18,1613   |
|4.007  |20,6667   |
|4.008  |13,5      |
|4.009  |18,5      |
|4.011  |17,087    |
|4.012  |21,1667   |
|4.016  |11,7391   |
|4.017  |19,5      |
|4.018  |6         |
|4.019  |22        |
|4.021  |15,6957   |
|4.022  |19,4      |
|4.023  |17,5      |
|4.026  |18,75     |
|4.027  |23,2      |
|4.028  |5         |
|4.029  |30        |
|4.031  |17,9524   |
|4.032  |13,2      |
|4.033  |24,5      |
|4.036  |20,8421   |
|4.037  |17        |
|4.041  |20        |
|4.042  |24,3333   |
|4.046  |11,75     |
|4.047  |24        |
|4.051  |13,5      |
|4.052  |13,6      |
|4.053  |29        |
|4.056  |10,75     |
|4.057  |9         |
|4.058  |13        |
|4.061  |17,6667   |
|4.062  |12        |
|4.066  |17,9091   |
|4.067  |9,3333    |
|4.068  |30,5      |
|4.071  |14,8571   |
|4.072  |9,3333    |
|4.073  |24,5      |
|4.074  |4         |
|4.076  |21,8      |
|4.077  |27        |
|4.081  |16,8621   |
|4.082  |16,5714   |
|4.083  |22,3333   |
|4.086  |20,6571   |
